id	output
{"chainId":43114,"tokenAddress":"0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E"}	{"name": "USD Coin", "symbol": "USDC", "decimals": 6}
{"chainId":43114,"tokenAddress":"0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7"}	{"name": "Wrapped AVAX", "symbol": "WAVAX", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB"}	{"name": "Wrapped Ether", "symbol": "WETH.e", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x63a72806098Bd3D9520cC43356dD78afe5D386D9"}	{"name": "Aave Token", "symbol": "AAVE.e", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x50b7545627a5162F82A992c33b87aDc75187B218"}	{"name": "Wrapped BTC", "symbol": "WBTC.e", "decimals": 8}
{"chainId":43114,"tokenAddress":"0xd586E7F844cEa2F87f50152665BCbc2C279D8d70"}	{"name": "Dai Stablecoin", "symbol": "DAI.e", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x5947BB275c521040051D82396192181b413227A3"}	{"name": "Chainlink Token", "symbol": "LINK.e", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7"}	{"name": "TetherToken", "symbol": "USDt", "decimals": 6}
{"chainId":43114,"tokenAddress":"0x2b2C81e08f1Af8835a78Bb2A90AE924ACE0eA4bE"}	{"name": "Staked AVAX", "symbol": "sAVAX", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x152b9d0FdC40C096757F570A51E494bd4b943E50"}	{"name": "Bitcoin", "symbol": "BTC.b", "decimals": 8}
{"chainId":43114,"tokenAddress":"0xD24C2Ad096400B6FBcd2ad8B24E7acBc21A1da64"}	{"name": "Frax", "symbol": "FRAX", "decimals": 18}
{"chainId":43114,"tokenAddress":"0x5c49b268c9841AFF1Cc3B0a418ff5c3442eE3F3b"}	{"name": "Mai Stablecoin", "symbol": "MAI", "decimals": 18}
{"chainId":10,"tokenAddress":"0x350a791Bfc2C21F9Ed5d10980Dad2e2638ffa7f6"}	{"name": "ChainLink Token", "symbol": "LINK", "decimals": 18}
{"chainId":10,"tokenAddress":"0x4200000000000000000000000000000000000006"}	{"name": "Wrapped Ether", "symbol": "WETH", "decimals": 18}
{"chainId":10,"tokenAddress":"0x7F5c764cBc14f9669B88837ca1490cCa17c31607"}	{"name": "USD Coin", "symbol": "USDC", "decimals": 6}
{"chainId":10,"tokenAddress":"0x68f180fcCe6836688e9084f035309E29Bf0A2095"}	{"name": "Wrapped BTC", "symbol": "WBTC", "decimals": 8}
{"chainId":10,"tokenAddress":"0x76FB31fb4af56892A25e32cFC43De717950c9278"}	{"name": "Aave Token", "symbol": "AAVE", "decimals": 18}
{"chainId":10,"tokenAddress":"0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1"}	{"name": "Dai Stablecoin", "symbol": "DAI", "decimals": 18}
{"chainId":10,"tokenAddress":"0x8c6f28f2F1A3C87F0f938b96d27520d9751ec8d9"}	{"name": "Synth sUSD", "symbol": "sUSD", "decimals": 18}
{"chainId":10,"tokenAddress":"0x94b008aA00579c1307B0EF2c499aD98a8ce58e58"}	{"name": "Tether USD", "symbol": "USDT", "decimals": 6}
{"chainId":10,"tokenAddress":"0x4200000000000000000000000000000000000042"}	{"name": "Optimism", "symbol": "OP", "decimals": 18}
{"chainId":10,"tokenAddress":"0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb"}	{"name": "Wrapped liquid staked Ether 2.0", "symbol": "wstETH", "decimals": 18}
{"chainId":10,"tokenAddress":"0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85"}	{"name": "USD Coin", "symbol": "USDC", "decimals": 6}
{"chainId":10,"tokenAddress":"0x9Bcef72be871e61ED4fBbc7630889beE758eb81D"}	{"name": "Rocket Pool ETH", "symbol": "rETH", "decimals": 18}
{"chainId":10,"tokenAddress":"0xdFA46478F9e5EA86d57387849598dbFB2e964b02"}	{"name": "Mai Stablecoin", "symbol": "MAI", "decimals": 18}
{"chainId":10,"tokenAddress":"0xc40F949F8a4e094D1b49a23ea9241D289B7b2819"}	{"name": "LUSD Stablecoin", "symbol": "LUSD", "decimals": 18}
{"chainId":59144,"tokenAddress":"0xD2671165570f41BBB3B0097893300b6EB6101E6C"}	{"name": "rsETHWrapper", "symbol": "wrsETH", "decimals": 18}
{"chainId":59144,"tokenAddress":"0xF29ac58e23904Ce3057afe2F9c430c87703DA982"}	{"name": "EVK Vault eWETH-5", "symbol": "eWETH-5", "decimals": 18}
{"chainId":59144,"tokenAddress":"0xacA92E438df0B2401fF60dA7E4337B687a2435DA"}	{"name": "MetaMask USD", "symbol": "mUSD", "decimals": 6}
{"chainId":59144,"tokenAddress":"0x1789e0043623282D5DCc7F213d703C6D8BAfBB04"}	{"name": "Linea", "symbol": "LINEA", "decimals": 18}
{"chainId":59144,"tokenAddress":"0x4809010926aec940b550D34a46A52739f996D75D"}	{"name": "Wrapped Savings rUSD", "symbol": "wsrUSD", "decimals": 18}
{"chainId":59144,"tokenAddress":"0xe4eEB461Ad1e4ef8b8EF71a33694CCD84Af051C4"}	{"name": "Etherex Liquid Staking Token", "symbol": "REX33", "decimals": 18}
{"chainId":100,"tokenAddress":"0x6A023CCd1ff6F2045C3309768eAd9E68F978f6e1"}	{"name": "Wrapped Ether on xDai", "symbol": "WETH", "decimals": 18}
{"chainId":100,"tokenAddress":"0x6C76971f98945AE98dD7d4DFcA8711ebea946eA6"}	{"name": "Wrapped liquid staked Ether 2.0 from Mainnet", "symbol": "wstETH", "decimals": 18}
{"chainId":100,"tokenAddress":"0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d"}	{"name": "Wrapped XDAI", "symbol": "WXDAI", "decimals": 18}
{"chainId":100,"tokenAddress":"0xDDAfbb505ad214D7b80b1f830fcCc89B60fb7A83"}	{"name": "USD//C on xDai", "symbol": "USDC", "decimals": 6}
{"chainId":100,"tokenAddress":"0x9C58BAcC331c9aa871AFD802DB6379a98e80CEdb"}	{"name": "Gnosis Token on xDai", "symbol": "GNO", "decimals": 18}
{"chainId":100,"tokenAddress":"0xaf204776c7245bF4147c2612BF6e5972Ee483701"}	{"name": "Savings xDAI", "symbol": "sDAI", "decimals": 18}
{"chainId":100,"tokenAddress":"0x2a22f9c3b484c3629090FeED35F17Ff8F88f76F0"}	{"name": "Bridged USDC (Gnosis)", "symbol": "USDC.e", "decimals": 6}
{"chainId":100,"tokenAddress":"0xcB444e90D8198415266c6a2724b7900fb12FC56E"}	{"name": "Monerium EUR emoney", "symbol": "EURe", "decimals": 18}
{"chainId":42161,"tokenAddress":"0x82aF49447D8a07e3bd95BD0d56f35241523fBab1"}	{"name": "Wrapped Ether", "symbol": "WETH", "decimals": 18}
{"chainId":42161,"tokenAddress":"0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8"}	{"name": "USD Coin (Arb1)", "symbol": "USDC", "decimals": 6}
{"chainId":42161,"tokenAddress":"0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f"}	{"name": "Wrapped BTC", "symbol": "WBTC", "decimals": 8}
{"chainId":42161,"tokenAddress":"0xf97f4df75117a78c1A5a0DBb814Af92458539FB4"}	{"name": "ChainLink Token", "symbol": "LINK", "decimals": 18}
{"chainId":42161,"tokenAddress":"0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1"}	{"name": "Dai Stablecoin", "symbol": "DAI", "decimals": 18}
{"chainId":42161,"tokenAddress":"0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9"}	{"name": "USD₮0", "symbol": "USD₮0", "decimals": 6}
{"chainId":42161,"tokenAddress":"0xba5DdD1f9d7F570dc94a51479a000E3BCE967196"}	{"name": "Aave Token", "symbol": "AAVE", "decimals": 18}
{"chainId":42161,"tokenAddress":"0x5979D7b546E38E414F7E9822514be443A4800529"}	{"name": "Wrapped liquid staked Ether 2.0", "symbol": "wstETH", "decimals": 18}
{"chainId":42161,"tokenAddress":"0xaf88d065e77c8cC2239327C5EDb3A432268e5831"}	{"name": "USD Coin", "symbol": "USDC", "decimals": 6}
{"chainId":42161,"tokenAddress":"0x3F56e0c36d275367b8C502090EDF38289b3dEa0d"}	{"name": "Mai Stablecoin", "symbol": "MAI", "decimals": 18}
{"chainId":42161,"tokenAddress":"0x912CE59144191C1204E64559FE8253a0e49E6548"}	{"name": "Arbitrum", "symbol": "ARB", "decimals": 18}
{"chainId":42161,"tokenAddress":"0xEC70Dcb4A1EFa46b8F2D97C310C9c4790ba5ffA8"}	{"name": "Rocket Pool ETH", "symbol": "rETH", "decimals": 18}
{"chainId":42161,"tokenAddress":"0xD22a58f79e9481D1a88e00c343885A588b34b68B"}	{"name": "STASIS EURS Token", "symbol": "EURS", "decimals": 2}
{"chainId":42161,"tokenAddress":"0x93b346b6BC2548dA6A1E7d98E9a421B42541425b"}	{"name": "LUSD Stablecoin", "symbol": "LUSD", "decimals": 18}
{"chainId":137,"tokenAddress":"0x03b54A6e9a984069379fae1a4fC4dBAE93B3bCCD"}	{"name": "Wrapped liquid staked Ether 2.0 (PoS)", "symbol": "wstETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"}	{"name": "Wrapped Ether", "symbol": "WETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599"}	{"name": "Wrapped BTC", "symbol": "WBTC", "decimals": 8}
{"chainId":1,"tokenAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0"}	{"name": "Wrapped liquid staked Ether 2.0", "symbol": "wstETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xae78736Cd615f374D3085123A210448E74Fc6393"}	{"name": "Rocket Pool ETH", "symbol": "rETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48"}	{"name": "USD Coin", "symbol": "USDC", "decimals": 6}
{"chainId":1,"tokenAddress":"0xba100000625a3754423978a60c9317c58a424e3D"}	{"name": "Balancer", "symbol": "BAL", "decimals": 18}
{"chainId":1,"tokenAddress":"0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984"}	{"name": "Uniswap", "symbol": "UNI", "decimals": 18}
{"chainId":1,"tokenAddress":"0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9"}	{"name": "Aave Token", "symbol": "AAVE", "decimals": 18}
{"chainId":1,"tokenAddress":"0xD533a949740bb3306d119CC777fa900bA034cd52"}	{"name": "Curve DAO Token", "symbol": "CRV", "decimals": 18}
{"chainId":1,"tokenAddress":"0x514910771AF9Ca656af840dff83E8264EcF986CA"}	{"name": "ChainLink Token", "symbol": "LINK", "decimals": 18}
{"chainId":1,"tokenAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F"}	{"name": "Dai Stablecoin", "symbol": "DAI", "decimals": 18}
{"chainId":1,"tokenAddress":"0xBe9895146f7AF43049ca1c1AE358B0541Ea49704"}	{"name": "Coinbase Wrapped Staked ETH", "symbol": "cbETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72"}	{"name": "Ethereum Name Service", "symbol": "ENS", "decimals": 18}
{"chainId":1,"tokenAddress":"0xdAC17F958D2ee523a2206206994597C13D831ec7"}	{"name": "Tether USD", "symbol": "USDT", "decimals": 6}
{"chainId":1,"tokenAddress":"0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32"}	{"name": "Lido DAO Token", "symbol": "LDO", "decimals": 18}
{"chainId":1,"tokenAddress":"0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812"}	{"name": "Wrapped Mountain Protocol USD", "symbol": "wUSDM", "decimals": 18}
{"chainId":1,"tokenAddress":"0x6c3ea9036406852006290770BEdFcAbA0e23A0e8"}	{"name": "PayPal USD", "symbol": "PYUSD", "decimals": 6}
{"chainId":1,"tokenAddress":"0x3231Cb76718CDeF2155FC47b5286d82e6eDA273f"}	{"name": "Monerium EUR emoney", "symbol": "EURe", "decimals": 18}
{"chainId":1,"tokenAddress":"0x0000206329b97DB379d5E1Bf586BbDB969C63274"}	{"name": "USDA", "symbol": "USDA", "decimals": 18}
{"chainId":1,"tokenAddress":"0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E"}	{"name": "Curve.Fi USD Stablecoin", "symbol": "crvUSD", "decimals": 18}
{"chainId":1,"tokenAddress":"0xcbfb9B444d9735C345Df3A0F66cd89bD741692E9"}	{"name": "USDC", "symbol": "USDC", "decimals": 6}
{"chainId":1,"tokenAddress":"0x853d955aCEf822Db058eb8505911ED77F175b99e"}	{"name": "Frax", "symbol": "FRAX", "decimals": 18}
{"chainId":1,"tokenAddress":"0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0"}	{"name": "Frax Share", "symbol": "FXS", "decimals": 18}
{"chainId":1,"tokenAddress":"0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F"}	{"name": "Synthetix Network Token", "symbol": "SNX", "decimals": 18}
{"chainId":1,"tokenAddress":"0x111111111117dC0aa78b770fA6A738034120C302"}	{"name": "1INCH Token", "symbol": "1INCH", "decimals": 18}
{"chainId":1,"tokenAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3"}	{"name": "USDe", "symbol": "USDe", "decimals": 18}
{"chainId":1,"tokenAddress":"0x9D39A5DE30e57443BfF2A8307A4256c8797A3497"}	{"name": "Staked USDe", "symbol": "sUSDe", "decimals": 18}
{"chainId":1,"tokenAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110"}	{"name": "Renzo Restaked ETH", "symbol": "ezETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee"}	{"name": "Wrapped eETH", "symbol": "weETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0x83F20F44975D03b1b09e64809B757c47f942BEeA"}	{"name": "Savings Dai", "symbol": "sDAI", "decimals": 18}
{"chainId":1,"tokenAddress":"0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6"}	{"name": "StargateToken", "symbol": "STG", "decimals": 18}
{"chainId":1,"tokenAddress":"0x5f98805A4E8be255a32880FDeC7F6728C6568bA0"}	{"name": "LUSD Stablecoin", "symbol": "LUSD", "decimals": 18}
{"chainId":1,"tokenAddress":"0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5"}	{"name": "Usual USD", "symbol": "USD0", "decimals": 18}
{"chainId":1,"tokenAddress":"0x5F7827FDeb7c20b443265Fc2F40845B715385Ff2"}	{"name": "EUR CoinVertible", "symbol": "EURCV", "decimals": 18}
{"chainId":1,"tokenAddress":"0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8"}	{"name": "EURA (previously agEUR)", "symbol": "EURA", "decimals": 18}
{"chainId":1,"tokenAddress":"0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F"}	{"name": "Electronic Dollar", "symbol": "eUSD", "decimals": 18}
{"chainId":1,"tokenAddress":"0x6900057428C99Fb373397D657Beb40D92D8aC97f"}	{"name": "Zai Stablecoin", "symbol": "USDz", "decimals": 18}
{"chainId":1,"tokenAddress":"0x69000405f9DcE69BD4Cbf4f2865b79144A69BFE0"}	{"name": "ZAI Stablecoin", "symbol": "USDz", "decimals": 18}
{"chainId":1,"tokenAddress":"0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38"}	{"name": "Staked ETH", "symbol": "osETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xA35b1B31Ce002FBF2058D22F30f95D405200A15b"}	{"name": "ETHx", "symbol": "ETHx", "decimals": 18}
{"chainId":1,"tokenAddress":"0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2"}	{"name": "Maker", "symbol": "MKR", "decimals": 18}
{"chainId":1,"tokenAddress":"0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f"}	{"name": "Gho Token", "symbol": "GHO", "decimals": 18}
{"chainId":1,"tokenAddress":"0x9Ba021B0a9b958B5E75cE9f6dff97C7eE52cb3E6"}	{"name": "Autocompounding Pirex Ether", "symbol": "apxETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xD33526068D116cE69F19A9ee46F0bd304F21A51f"}	{"name": "Rocket Pool Protocol", "symbol": "RPL", "decimals": 18}
{"chainId":1,"tokenAddress":"0x454bB3cb427B21e1c052A080e21A57753cd6969e"}	{"name": "IdleCDO AA Tranche - Re7WETH", "symbol": "AA_Re7WETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8"}	{"name": "ETHPlus", "symbol": "ETH+", "decimals": 18}
{"chainId":1,"tokenAddress":"0x67C2A8aC5dcDE1b91299261fE16022b43d9DF69F"}	{"name": "MyToken", "symbol": "MT", "decimals": 18}
{"chainId":1,"tokenAddress":"0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7"}	{"name": "rsETH", "symbol": "rsETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xD9A442856C234a39a81a089C06451EBAa4306a72"}	{"name": "pufETH", "symbol": "pufETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0"}	{"name": "rswETH", "symbol": "rswETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xDcEe70654261AF21C44c093C300eD3Bb97b78192"}	{"name": "Wrapped OETH", "symbol": "wOETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xd7173026AceB6e3c654FCC9f4422FC022A4c78A6"}	{"name": "MyToken", "symbol": "MT", "decimals": 18}
{"chainId":1,"tokenAddress":"0xABC56186c2Df63C338E04C9C9B9814E27983a5a9"}	{"name": "Wrapped Backed IB01 $ Treasury Bond 0-1yr", "symbol": "wbIB01", "decimals": 18}
{"chainId":1,"tokenAddress":"0xcA2A7068e551d5C4482eb34880b194E4b945712F"}	{"name": "Wrapped Backed IB01 $ Treasury Bond 0-1yr", "symbol": "wbIB01", "decimals": 18}
{"chainId":1,"tokenAddress":"0x21728dD7bC8e643667331643dC5f7E300F351E72"}	{"name": "XP.AIGUILP.S", "symbol": "XPE", "decimals": 6}
{"chainId":1,"tokenAddress":"0xDD629E5241CbC5919847783e6C96B2De4754e438"}	{"name": "Midas US Treasury Bill Token", "symbol": "mTBILL", "decimals": 18}
{"chainId":1,"tokenAddress":"0xCE8e559Ac89c2bDC97Bdb5F58705c54dB9cB77dC"}	{"name": "XP.LEVANNA.S", "symbol": "XPC", "decimals": 6}
{"chainId":1,"tokenAddress":"0x18084fbA666a33d37592fA2633fD49a74DD93a88"}	{"name": "tBTC v2", "symbol": "tBTC", "decimals": 18}
{"chainId":1,"tokenAddress":"0x35D8949372D46B7a3D5A56006AE77B215fc69bC0"}	{"name": "USD0 Liquid Bond", "symbol": "USD0++", "decimals": 18}
{"chainId":1,"tokenAddress":"0x07D1718fF05a8C53C8F05aDAEd57C0d672945f9a"}	{"name": "Aladdin rUSD", "symbol": "arUSD", "decimals": 18}
{"chainId":1,"tokenAddress":"0x547213367cfB08ab418E7b54d7883b2C2AA27Fd7"}	{"name": "Staked USDz", "symbol": "sUSDz", "decimals": 18}
{"chainId":1,"tokenAddress":"0x1d08E7adC263CfC70b1BaBe6dC5Bb339c16Eec52"}	{"name": "USD0/USD0++", "symbol": "USD0USD0++", "decimals": 18}
{"chainId":1,"tokenAddress":"0x0022228a2cc5E7eF0274A7Baa600d44da5aB5776"}	{"name": "Staked USDA", "symbol": "stUSD", "decimals": 18}
{"chainId":1,"tokenAddress":"0xbBf399db59A845066aAFce9AE55e68c505FA97B7"}	{"name": "Pendle Market", "symbol": "PENDLE-LPT", "decimals": 18}
{"chainId":1,"tokenAddress":"0xAE5099C39f023C91d3dd55244CAFB36225B0850E"}	{"name": "PT Ethena sUSDE 24OCT2024", "symbol": "PT-sUSDE-24OCT2024", "decimals": 18}
{"chainId":1,"tokenAddress":"0x136471a34f6ef19fE571EFFC1CA711fdb8E49f2b"}	{"name": "US Yield Coin", "symbol": "USYC", "decimals": 6}
{"chainId":1,"tokenAddress":"0x95D7337d43340E2721960Dc402D9b9117f0d81a2"}	{"name": "Wrapped Backed GOVIES 0-6 months EURO investment grade", "symbol": "wbC3M", "decimals": 18}
{"chainId":1,"tokenAddress":"0x004626A008B1aCdC4c74ab51644093b155e59A23"}	{"name": "Staked EURA", "symbol": "stEUR", "decimals": 18}
{"chainId":1,"tokenAddress":"0xc69Ad9baB1dEE23F4605a82b3354F8E40d1E5966"}	{"name": "PT ether.fi weETH 27JUN2024", "symbol": "PT-weETH-27JUN2024", "decimals": 18}
{"chainId":1,"tokenAddress":"0x2371e134e3455e0593363cBF89d3b6cf53740618"}	{"name": "Gauntlet WETH Prime", "symbol": "gtWETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0"}	{"name": "Re7 WETH", "symbol": "Re7WETH", "decimals": 18}
{"chainId":1,"tokenAddress":"0xdd0f28e19C1780eb6396170735D45153D261490d"}	{"name": "Gauntlet USDC Prime", "symbol": "gtUSDC", "decimals": 18}
{"chainId":1,"tokenAddress":"0x95EeF579155cd2C5510F312c8fA39208c3Be01a8"}	{"name": "Re7 USDT", "symbol": "Re7USDT", "decimals": 18}
{"chainId":1,"tokenAddress":"0xa0021EF8970104c2d008F38D92f115ad56a9B8e1"}	{"name": "PT Ethena USDe 25JUL2024", "symbol": "PT-USDe-25JUL2024", "decimals": 18}
{"chainId":1,"tokenAddress":"0x6ee2b5E19ECBa773a352E5B21415Dc419A700d1d"}	{"name": "PT ether.fi weETH 26DEC2024", "symbol": "PT-weETH-26DEC2024", "decimals": 18}
{"chainId":1,"tokenAddress":"0xf7906F274c174A52d444175729E3fa98f9bde285"}	{"name": "PT Renzo ezETH 26DEC2024", "symbol": "PT-ezETH-26DEC2024", "decimals": 18}
{"chainId":1,"tokenAddress":"0xAb122ae30b3eE050F0Eb30009DEec6aCC6B06D36"}	{"name": "Staked TricryptoUSDT Convex Deposit Morpho", "symbol": "stkcvxcrvUSDTWBTCWETH-morpho", "decimals": 18}
{"chainId":1,"tokenAddress":"0x517068E51009e0e5E2a25f91e04837e66414D8Ac"}	{"name": "Staked TricryptoUSDC Convex Deposit Morpho", "symbol": "stkcvxcrvUSDCWBTCWETH-morpho", "decimals": 18}
{"chainId":1,"tokenAddress":"0x19f8F160F4d0077d8527324544B5c68E883Dd592"}	{"name": "Staked TricryptoLLAMA Convex Deposit Morpho", "symbol": "stkcvxcrvCRVUSDTBTCWSTETH-morpho", "decimals": 18}
{"chainId":1,"tokenAddress":"0xa461249dB0C9f91de3d43582468b9DC0E712664d"}	{"name": "Staked TryLSD Convex Deposit Morpho", "symbol": "stkcvxTryLSD-morpho", "decimals": 18}
{"chainId":1,"tokenAddress":"0x7086288478ce9dF52862b5E88eD18d232e9a5213"}	{"name": "Staked TriCRV Convex Deposit Morpho", "symbol": "stkcvxcrvUSDETHCRV-morpho", "decimals": 18}
