id	output
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1709744459"}	{"price": 3803.39}
{"assetAddress":"0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee","chainId":1,"timestamp":"1710495563"}	{"price": 3782.38}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1710495563"}	{"price": 3677.9}
{"assetAddress":"0xcA2A7068e551d5C4482eb34880b194E4b945712F","chainId":1,"timestamp":"1710680951"}	{"price": 109.38}
{"assetAddress":"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","chainId":1,"timestamp":"1710680951"}	{"price": 0.999831}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1710912323"}	{"price": 3592.43}
{"assetAddress":"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","chainId":1,"timestamp":"1710912323"}	{"price": 1.002}
{"assetAddress":"0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee","chainId":1,"timestamp":"1711193411"}	{"price": 3450.64}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1711193411"}	{"price": 3360.93}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1711387847"}	{"price": 4218.38}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1711387847"}	{"price": 3631.85}
{"assetAddress":"0x9D39A5DE30e57443BfF2A8307A4256c8797A3497","chainId":1,"timestamp":"1711441295"}	{"price": 1.031}
{"assetAddress":"0xdAC17F958D2ee523a2206206994597C13D831ec7","chainId":1,"timestamp":"1711441295"}	{"price": 1.001}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1712463491"}	{"price": 1.0008500738317947}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1712463491"}	{"price": 1.001}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1712692691"}	{"price": 1.002}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1712692691"}	{"price": 0.9998689715770552}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1712903867"}	{"price": 1.0012375573100623}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1712903867"}	{"price": 1}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1712941235"}	{"price": 1.001}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1712941235"}	{"price": 1}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1713019523"}	{"price": 1.001}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1713019523"}	{"price": 0.999682}
{"assetAddress":"0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","chainId":1,"timestamp":"1713038951"}	{"price": 61634}
{"assetAddress":"0xdAC17F958D2ee523a2206206994597C13D831ec7","chainId":1,"timestamp":"1713038951"}	{"price": 1.0032906886230555}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1713044939"}	{"price": 3368.23}
{"assetAddress":"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","chainId":1,"timestamp":"1713044939"}	{"price": 1.005}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713047255"}	{"price": 3005.71}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713047255"}	{"price": 3013.09}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713055367"}	{"price": 2983.91}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713055367"}	{"price": 2973}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1713246755"}	{"price": 3533.61}
{"assetAddress":"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","chainId":1,"timestamp":"1713246755"}	{"price": 1.0000740130740144}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1713341687"}	{"price": 1}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1713341687"}	{"price": 0.998999}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1713394799"}	{"price": 1.001959227405148}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1713394799"}	{"price": 0.999918988744366}
{"assetAddress":"0x9D39A5DE30e57443BfF2A8307A4256c8797A3497","chainId":1,"timestamp":"1713659387"}	{"price": 1.043}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1713659387"}	{"price": 0.9998165045694737}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1713838847"}	{"price": 0.998352}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1713838847"}	{"price": 0.999655}
{"assetAddress":"0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee","chainId":1,"timestamp":"1713890447"}	{"price": 3353.08}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713890447"}	{"price": 3236.04}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713925787"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713925787"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926039"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926039"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926063"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926063"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926075"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926075"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926087"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926087"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926099"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926099"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926123"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926123"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926147"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926147"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926159"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926159"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926171"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926171"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926183"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926183"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926195"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926195"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926207"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926207"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926219"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926219"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926231"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926231"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926243"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926243"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926267"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926267"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926279"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926279"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926303"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926303"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926315"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926315"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926327"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926327"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926339"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926339"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926351"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926351"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926363"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926363"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926387"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926387"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926399"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926399"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926411"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926411"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926447"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926447"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926459"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926459"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926471"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926471"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926495"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926495"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926507"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926507"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926519"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926519"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926555"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926555"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926567"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926567"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926579"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926579"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926591"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926591"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926615"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926615"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926627"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926627"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926651"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926651"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926675"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926675"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926687"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926687"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926699"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926699"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926723"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926723"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926735"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926735"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926747"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926747"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926759"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926759"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926771"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926771"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926783"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926783"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926795"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926795"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926807"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926807"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926819"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926819"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926831"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926831"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926843"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926843"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926939"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926939"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713926951"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713926951"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713927071"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713927071"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713927083"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713927083"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713927155"}	{"price": 2795.085344004015}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713927155"}	{"price": 3233.95}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1713963647"}	{"price": 3160.53244071916}
{"assetAddress":"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2","chainId":1,"timestamp":"1713963647"}	{"price": 3249.99}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1713997967"}	{"price": 3648.49}
{"assetAddress":"0xdAC17F958D2ee523a2206206994597C13D831ec7","chainId":1,"timestamp":"1713997967"}	{"price": 0.9998258464860761}
{"assetAddress":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1,"timestamp":"1714253039"}	{"price": 0.998098}
{"assetAddress":"0x6B175474E89094C44Da98b954EedeAC495271d0F","chainId":1,"timestamp":"1714253039"}	{"price": 0.999472}
{"assetAddress":"0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","chainId":1,"timestamp":"1714476611"}	{"price": 61203}
{"assetAddress":"0xdAC17F958D2ee523a2206206994597C13D831ec7","chainId":1,"timestamp":"1714476611"}	{"price": 0.999654}
{"assetAddress":"0xbf5495Efe5DB9ce00f80364C8B423567e58d2110","chainId":1,"timestamp":"1714490447"}	{"price": 2936.032414134293}
{"assetAddress":"0x0000206329b97DB379d5E1Bf586BbDB969C63274","chainId":1,"timestamp":"1714490447"}	{"price": 0.98742}
{"assetAddress":"0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599","chainId":1,"timestamp":"1714548239"}	{"price": 57343}
{"assetAddress":"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","chainId":1,"timestamp":"1714548239"}	{"price": 0.997909}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1714550459"}	{"price": 3303}
{"assetAddress":"0x6c3ea9036406852006290770BEdFcAbA0e23A0e8","chainId":1,"timestamp":"1714550459"}	{"price": 0.9999839813580983}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1714551599"}	{"price": 3303}
{"assetAddress":"0x6c3ea9036406852006290770BEdFcAbA0e23A0e8","chainId":1,"timestamp":"1714551599"}	{"price": 0.9999839813580983}
{"assetAddress":"0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0","chainId":1,"timestamp":"1714551719"}	{"price": 3303}
